trip,datetime,lon,lat,dive,prediction
P1108_6_SV_T2,2008-11-25 21:24:45,-77.395517,-11.713427000000001,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:24:50,-77.39611,-11.713386999999999,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:24:55,-77.396663,-11.713377000000001,0,0.6451612903225806
P1108_6_SV_T2,2008-11-25 21:25:00,-77.39724,-11.713422,0,0.6451612903225806
P1108_6_SV_T2,2008-11-25 21:25:05,-77.397788,-11.713569999999999,0,0.6129032258064516
P1108_6_SV_T2,2008-11-25 21:25:10,-77.398362,-11.713685,0,0.6774193548387096
P1108_6_SV_T2,2008-11-25 21:25:15,-77.39898000000001,-11.713702,0,0.6774193548387096
P1108_6_SV_T2,2008-11-25 21:25:20,-77.399615,-11.713742,0,0.6451612903225806
P1108_6_SV_T2,2008-11-25 21:25:25,-77.400148,-11.713667,0,0.6451612903225806
P1108_6_SV_T2,2008-11-25 21:25:30,-77.400722,-11.713602,0,0.6129032258064516
P1108_6_SV_T2,2008-11-25 21:25:35,-77.401092,-11.713542,0,0.6451612903225806
P1108_6_SV_T2,2008-11-25 21:25:40,-77.400773,-11.713747999999999,0,0.6451612903225806
P1108_6_SV_T2,2008-11-25 21:25:45,-77.401165,-11.71395,0,0.6451612903225806
P1108_6_SV_T2,2008-11-25 21:25:50,-77.40172,-11.713957,0,0.6451612903225806
P1108_6_SV_T2,2008-11-25 21:25:55,-77.402363,-11.713923,0,0.6129032258064516
P1108_6_SV_T2,2008-11-25 21:26:00,-77.402937,-11.713944999999999,0,0.6451612903225806
P1108_6_SV_T2,2008-11-25 21:26:05,-77.40350699999999,-11.714002,0,0.6451612903225806
P1108_6_SV_T2,2008-11-25 21:26:10,-77.404095,-11.714023,0,0.6451612903225806
P1108_6_SV_T2,2008-11-25 21:26:15,-77.404685,-11.714068,0,0.6451612903225806
P1108_6_SV_T2,2008-11-25 21:26:20,-77.405283,-11.714112,0,0.6129032258064516
P1108_6_SV_T2,2008-11-25 21:26:25,-77.40584799999999,-11.714217999999999,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:26:30,-77.406475,-11.714138,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:26:35,-77.407088,-11.714297,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:26:40,-77.407732,-11.714313,0,0.5483870967741935
